,Year,Defender,Opponent,Points_Against,Opponent_FG%
379,2013-14,Ramon Sessions,Giannis Antetokounmpo,2.0,0.0
380,2013-14,Ekpe Udoh,Giannis Antetokounmpo,2.0,0.0
381,2013-14,Ersan Ilyasova,Giannis Antetokounmpo,2.0,0.0
382,2013-14,O.J. Mayo,Giannis Antetokounmpo,2.0,0.0
383,2013-14,Miroslav Raduljica,Giannis Antetokounmpo,2.0,0.0
384,2013-14,Chris Wright,Giannis Antetokounmpo,2.0,0.0
385,2013-14,Ersan Ilyasova,Giannis Antetokounmpo,7.0,0.4
386,2013-14,Khris Middleton,Giannis Antetokounmpo,7.0,0.4
387,2013-14,Zaza Pachulia,Giannis Antetokounmpo,7.0,0.4
388,2013-14,Brandon Knight,Giannis Antetokounmpo,7.0,0.4
389,2013-14,Nate Wolters,Giannis Antetokounmpo,7.0,0.4
390,2013-14,John Henson,Giannis Antetokounmpo,7.0,0.4
391,2013-14,Ramon Sessions,Giannis Antetokounmpo,7.0,0.4
392,2013-14,Jeff Adrien,Giannis Antetokounmpo,7.0,0.4
393,2013-14,Ekpe Udoh,Giannis Antetokounmpo,7.0,0.4
394,2013-14,Chris Wright,Giannis Antetokounmpo,7.0,0.4
395,2013-14,O.J. Mayo,Giannis Antetokounmpo,7.0,0.4
396,2013-14,Miroslav Raduljica,Giannis Antetokounmpo,7.0,0.4
397,2013-14,Carmelo Anthony,Giannis Antetokounmpo,7.0,0.4
398,2013-14,Amar'e Stoudemire,Giannis Antetokounmpo,7.0,0.4
399,2013-14,Tyson Chandler,Giannis Antetokounmpo,7.0,0.4
400,2013-14,Raymond Felton,Giannis Antetokounmpo,7.0,0.4
401,2013-14,JR Smith,Giannis Antetokounmpo,7.0,0.4
402,2013-14,Iman Shumpert,Giannis Antetokounmpo,7.0,0.4
403,2013-14,Tim Hardaway Jr.,Giannis Antetokounmpo,7.0,0.4
404,2013-14,Pablo Prigioni,Giannis Antetokounmpo,7.0,0.4
405,2013-14,Jeremy Tyler,Giannis Antetokounmpo,7.0,0.4
406,2013-14,Cole Aldrich,Giannis Antetokounmpo,7.0,0.4
407,2013-14,Toure' Murry,Giannis Antetokounmpo,7.0,0.4
408,2013-14,Shannon Brown,Giannis Antetokounmpo,7.0,0.4
409,2013-14,Earl Clark,Giannis Antetokounmpo,7.0,0.4
410,2013-14,Khris Middleton,Giannis Antetokounmpo,5.0,0.25
411,2013-14,Ersan Ilyasova,Giannis Antetokounmpo,5.0,0.25
412,2013-14,Zaza Pachulia,Giannis Antetokounmpo,5.0,0.25
413,2013-14,Nate Wolters,Giannis Antetokounmpo,5.0,0.25
414,2013-14,Brandon Knight,Giannis Antetokounmpo,5.0,0.25
415,2013-14,John Henson,Giannis Antetokounmpo,5.0,0.25
416,2013-14,Jeff Adrien,Giannis Antetokounmpo,5.0,0.25
417,2013-14,Ramon Sessions,Giannis Antetokounmpo,5.0,0.25
418,2013-14,O.J. Mayo,Giannis Antetokounmpo,5.0,0.25
419,2013-14,Tony Mitchell,Giannis Antetokounmpo,5.0,0.25
420,2013-14,Miroslav Raduljica,Giannis Antetokounmpo,5.0,0.25
421,2013-14,Ekpe Udoh,Giannis Antetokounmpo,5.0,0.25
422,2013-14,DeMarre Carroll,Giannis Antetokounmpo,5.0,0.25
423,2013-14,Paul Millsap,Giannis Antetokounmpo,5.0,0.25
424,2013-14,Pero Antic,Giannis Antetokounmpo,5.0,0.25
425,2013-14,Kyle Korver,Giannis Antetokounmpo,5.0,0.25
426,2013-14,Jeff Teague,Giannis Antetokounmpo,5.0,0.25
427,2013-14,Elton Brand,Giannis Antetokounmpo,5.0,0.25
428,2013-14,Shelvin Mack,Giannis Antetokounmpo,5.0,0.25
429,2013-14,Mike Scott,Giannis Antetokounmpo,5.0,0.25
430,2013-14,Cartier Martin,Giannis Antetokounmpo,5.0,0.25
431,2013-14,Dennis Schroder,Giannis Antetokounmpo,5.0,0.25
432,2013-14,Mike Muscala,Giannis Antetokounmpo,5.0,0.25
433,2013-14,Lou Williams,Giannis Antetokounmpo,5.0,0.25
434,2013-14,Khris Middleton,Giannis Antetokounmpo,4.0,0.0
435,2013-14,John Henson,Giannis Antetokounmpo,4.0,0.0
436,2013-14,Zaza Pachulia,Giannis Antetokounmpo,4.0,0.0
437,2013-14,Nate Wolters,Giannis Antetokounmpo,4.0,0.0
438,2013-14,Brandon Knight,Giannis Antetokounmpo,4.0,0.0
439,2013-14,Jeff Adrien,Giannis Antetokounmpo,4.0,0.0
440,2013-14,Ramon Sessions,Giannis Antetokounmpo,4.0,0.0
441,2013-14,Ekpe Udoh,Giannis Antetokounmpo,4.0,0.0
442,2013-14,Miroslav Raduljica,Giannis Antetokounmpo,4.0,0.0
443,2013-14,Tony Mitchell,Giannis Antetokounmpo,4.0,0.0
444,2013-14,Ersan Ilyasova,Giannis Antetokounmpo,4.0,0.0
445,2013-14,O.J. Mayo,Giannis Antetokounmpo,4.0,0.0
446,2013-14,Corey Brewer,Giannis Antetokounmpo,4.0,0.0
447,2013-14,Kevin Love,Giannis Antetokounmpo,4.0,0.0
448,2013-14,Nikola Pekovic,Giannis Antetokounmpo,4.0,0.0
449,2013-14,Kevin Martin,Giannis Antetokounmpo,4.0,0.0
450,2013-14,Ricky Rubio,Giannis Antetokounmpo,4.0,0.0
451,2013-14,Dante Cunningham,Giannis Antetokounmpo,4.0,0.0
452,2013-14,J.J. Barea,Giannis Antetokounmpo,4.0,0.0
453,2013-14,Chase Budinger,Giannis Antetokounmpo,4.0,0.0
454,2013-14,Shabazz Muhammad,Giannis Antetokounmpo,4.0,0.0
455,2013-14,Gorgui Dieng,Giannis Antetokounmpo,4.0,0.0
456,2013-14,Robbie Hummel,Giannis Antetokounmpo,4.0,0.0
457,2013-14,Alexey Shved,Giannis Antetokounmpo,4.0,0.0
458,2013-14,Luc Mbah a Moute,Giannis Antetokounmpo,4.0,0.0
459,2013-14,Maurice Harkless,Giannis Antetokounmpo,6.0,0.5
460,2013-14,Kyle O'Quinn,Giannis Antetokounmpo,6.0,0.5
461,2013-14,Nikola Vucevic,Giannis Antetokounmpo,6.0,0.5
462,2013-14,Arron Afflalo,Giannis Antetokounmpo,6.0,0.5
463,2013-14,Jameer Nelson,Giannis Antetokounmpo,6.0,0.5
464,2013-14,Tobias Harris,Giannis Antetokounmpo,6.0,0.5
465,2013-14,Victor Oladipo,Giannis Antetokounmpo,6.0,0.5
466,2013-14,E'Twaun Moore,Giannis Antetokounmpo,6.0,0.5
467,2013-14,Andrew Nicholson,Giannis Antetokounmpo,6.0,0.5
468,2013-14,Doron Lamb,Giannis Antetokounmpo,6.0,0.5
469,2013-14,Dewayne Dedmon,Giannis Antetokounmpo,6.0,0.5
470,2013-14,Jason Maxiell,Giannis Antetokounmpo,6.0,0.5
471,2013-14,Ronnie Price,Giannis Antetokounmpo,6.0,0.5
472,2013-14,Khris Middleton,Giannis Antetokounmpo,6.0,0.5
473,2013-14,Ersan Ilyasova,Giannis Antetokounmpo,6.0,0.5
474,2013-14,Zaza Pachulia,Giannis Antetokounmpo,6.0,0.5
475,2013-14,Nate Wolters,Giannis Antetokounmpo,6.0,0.5
476,2013-14,Brandon Knight,Giannis Antetokounmpo,6.0,0.5
477,2013-14,John Henson,Giannis Antetokounmpo,6.0,0.5
478,2013-14,Jeff Adrien,Giannis Antetokounmpo,6.0,0.5
479,2013-14,Ramon Sessions,Giannis Antetokounmpo,6.0,0.5
480,2013-14,O.J. Mayo,Giannis Antetokounmpo,6.0,0.5
481,2013-14,Tony Mitchell,Giannis Antetokounmpo,6.0,0.5
482,2013-14,Miroslav Raduljica,Giannis Antetokounmpo,6.0,0.5
483,2013-14,Ekpe Udoh,Giannis Antetokounmpo,6.0,0.5
484,2013-14,Trevor Ariza,Giannis Antetokounmpo,4.0,0.25
485,2013-14,Trevor Booker,Giannis Antetokounmpo,4.0,0.25
486,2013-14,Marcin Gortat,Giannis Antetokounmpo,4.0,0.25
487,2013-14,Bradley Beal,Giannis Antetokounmpo,4.0,0.25
488,2013-14,John Wall,Giannis Antetokounmpo,4.0,0.25
489,2013-14,Martell Webster,Giannis Antetokounmpo,4.0,0.25
490,2013-14,Al Harrington,Giannis Antetokounmpo,4.0,0.25
491,2013-14,Drew Gooden,Giannis Antetokounmpo,4.0,0.25
492,2013-14,Andre Miller,Giannis Antetokounmpo,4.0,0.25
493,2013-14,Garrett Temple,Giannis Antetokounmpo,4.0,0.25
494,2013-14,Otto Porter Jr.,Giannis Antetokounmpo,4.0,0.25
495,2013-14,Chris Singleton,Giannis Antetokounmpo,4.0,0.25
496,2013-14,Khris Middleton,Giannis Antetokounmpo,4.0,0.25
497,2013-14,Ersan Ilyasova,Giannis Antetokounmpo,4.0,0.25
498,2013-14,Zaza Pachulia,Giannis Antetokounmpo,4.0,0.25
499,2013-14,Nate Wolters,Giannis Antetokounmpo,4.0,0.25
500,2013-14,Brandon Knight,Giannis Antetokounmpo,4.0,0.25
501,2013-14,Jeff Adrien,Giannis Antetokounmpo,4.0,0.25
502,2013-14,John Henson,Giannis Antetokounmpo,4.0,0.25
503,2013-14,Ramon Sessions,Giannis Antetokounmpo,4.0,0.25
504,2013-14,Tony Mitchell,Giannis Antetokounmpo,4.0,0.25
505,2013-14,O.J. Mayo,Giannis Antetokounmpo,4.0,0.25
506,2013-14,Miroslav Raduljica,Giannis Antetokounmpo,4.0,0.25
507,2013-14,Ekpe Udoh,Giannis Antetokounmpo,4.0,0.25
508,2013-14,Khris Middleton,Giannis Antetokounmpo,2.0,0.2
509,2013-14,John Henson,Giannis Antetokounmpo,2.0,0.2
510,2013-14,Zaza Pachulia,Giannis Antetokounmpo,2.0,0.2
511,2013-14,Nate Wolters,Giannis Antetokounmpo,2.0,0.2
512,2013-14,Brandon Knight,Giannis Antetokounmpo,2.0,0.2
513,2013-14,Jeff Adrien,Giannis Antetokounmpo,2.0,0.2
514,2013-14,O.J. Mayo,Giannis Antetokounmpo,2.0,0.2
515,2013-14,Miroslav Raduljica,Giannis Antetokounmpo,2.0,0.2
516,2013-14,Ramon Sessions,Giannis Antetokounmpo,2.0,0.2
517,2013-14,Ersan Ilyasova,Giannis Antetokounmpo,2.0,0.2
518,2013-14,Tony Mitchell,Giannis Antetokounmpo,2.0,0.2
519,2013-14,Ekpe Udoh,Giannis Antetokounmpo,2.0,0.2
520,2013-14,Tyreke Evans,Giannis Antetokounmpo,2.0,0.2
521,2013-14,Anthony Davis,Giannis Antetokounmpo,2.0,0.2
522,2013-14,Alexis Ajinca,Giannis Antetokounmpo,2.0,0.2
523,2013-14,Eric Gordon,Giannis Antetokounmpo,2.0,0.2
524,2013-14,Brian Roberts,Giannis Antetokounmpo,2.0,0.2
525,2013-14,Greg Stiemsma,Giannis Antetokounmpo,2.0,0.2
526,2013-14,Austin Rivers,Giannis Antetokounmpo,2.0,0.2
527,2013-14,Anthony Morrow,Giannis Antetokounmpo,2.0,0.2
528,2013-14,Al-Farouq Aminu,Giannis Antetokounmpo,2.0,0.2
529,2013-14,Jeff Withey,Giannis Antetokounmpo,2.0,0.2
530,2013-14,Darius Miller,Giannis Antetokounmpo,2.0,0.2
531,2013-14,Luke Babbitt,Giannis Antetokounmpo,2.0,0.2
532,2013-14,Jason Smith,Giannis Antetokounmpo,2.0,0.2
533,2013-14,Rudy Gay,Giannis Antetokounmpo,5.0,0.4
534,2013-14,Jason Thompson,Giannis Antetokounmpo,5.0,0.4
535,2013-14,DeMarcus Cousins,Giannis Antetokounmpo,5.0,0.4
536,2013-14,Ben McLemore,Giannis Antetokounmpo,5.0,0.4
537,2013-14,Isaiah Thomas,Giannis Antetokounmpo,5.0,0.4
538,2013-14,Ray McCallum,Giannis Antetokounmpo,5.0,0.4
539,2013-14,Quincy Acy,Giannis Antetokounmpo,5.0,0.4
540,2013-14,Derrick Williams,Giannis Antetokounmpo,5.0,0.4
541,2013-14,Reggie Evans,Giannis Antetokounmpo,5.0,0.4
542,2013-14,Orlando Johnson,Giannis Antetokounmpo,5.0,0.4
543,2013-14,Aaron Gray,Giannis Antetokounmpo,5.0,0.4
544,2013-14,Travis Outlaw,Giannis Antetokounmpo,5.0,0.4
545,2013-14,Khris Middleton,Giannis Antetokounmpo,5.0,0.4
546,2013-14,Ersan Ilyasova,Giannis Antetokounmpo,5.0,0.4
547,2013-14,Zaza Pachulia,Giannis Antetokounmpo,5.0,0.4
548,2013-14,Nate Wolters,Giannis Antetokounmpo,5.0,0.4
549,2013-14,Brandon Knight,Giannis Antetokounmpo,5.0,0.4
550,2013-14,John Henson,Giannis Antetokounmpo,5.0,0.4
551,2013-14,O.J. Mayo,Giannis Antetokounmpo,5.0,0.4
552,2013-14,Ramon Sessions,Giannis Antetokounmpo,5.0,0.4
553,2013-14,Jeff Adrien,Giannis Antetokounmpo,5.0,0.4
554,2013-14,Miroslav Raduljica,Giannis Antetokounmpo,5.0,0.4
555,2013-14,Tony Mitchell,Giannis Antetokounmpo,5.0,0.4
556,2013-14,Ekpe Udoh,Giannis Antetokounmpo,5.0,0.4
557,2013-14,Richard Jefferson,Giannis Antetokounmpo,8.0,0.333
558,2013-14,Marvin Williams,Giannis Antetokounmpo,8.0,0.333
559,2013-14,Derrick Favors,Giannis Antetokounmpo,8.0,0.333
560,2013-14,Gordon Hayward,Giannis Antetokounmpo,8.0,0.333
561,2013-14,Trey Burke,Giannis Antetokounmpo,8.0,0.333
562,2013-14,Alec Burks,Giannis Antetokounmpo,8.0,0.333
563,2013-14,Enes Freedom,Giannis Antetokounmpo,8.0,0.333
564,2013-14,Diante Garrett,Giannis Antetokounmpo,8.0,0.333
565,2013-14,Jeremy Evans,Giannis Antetokounmpo,8.0,0.333
566,2013-14,Rudy Gobert,Giannis Antetokounmpo,8.0,0.333
567,2013-14,Brandon Rush,Giannis Antetokounmpo,8.0,0.333
568,2013-14,Andris Biedrins,Giannis Antetokounmpo,8.0,0.333
569,2013-14,John Lucas III,Giannis Antetokounmpo,8.0,0.333
570,2013-14,Khris Middleton,Giannis Antetokounmpo,8.0,0.333
571,2013-14,Ersan Ilyasova,Giannis Antetokounmpo,8.0,0.333
572,2013-14,Zaza Pachulia,Giannis Antetokounmpo,8.0,0.333
573,2013-14,Nate Wolters,Giannis Antetokounmpo,8.0,0.333
574,2013-14,Brandon Knight,Giannis Antetokounmpo,8.0,0.333
575,2013-14,O.J. Mayo,Giannis Antetokounmpo,8.0,0.333
576,2013-14,John Henson,Giannis Antetokounmpo,8.0,0.333
577,2013-14,Jeff Adrien,Giannis Antetokounmpo,8.0,0.333
578,2013-14,Ramon Sessions,Giannis Antetokounmpo,8.0,0.333
579,2013-14,Miroslav Raduljica,Giannis Antetokounmpo,8.0,0.333
580,2013-14,Ekpe Udoh,Giannis Antetokounmpo,8.0,0.333
581,2013-14,Joe Johnson,Giannis Antetokounmpo,12.0,0.429
582,2013-14,Paul Pierce,Giannis Antetokounmpo,12.0,0.429
583,2013-14,Mason Plumlee,Giannis Antetokounmpo,12.0,0.429
584,2013-14,Shaun Livingston,Giannis Antetokounmpo,12.0,0.429
585,2013-14,Deron Williams,Giannis Antetokounmpo,12.0,0.429
586,2013-14,Andray Blatche,Giannis Antetokounmpo,12.0,0.429
587,2013-14,Andrei Kirilenko,Giannis Antetokounmpo,12.0,0.429
588,2013-14,Mirza Teletovic,Giannis Antetokounmpo,12.0,0.429
589,2013-14,Marcus Thornton,Giannis Antetokounmpo,12.0,0.429
590,2013-14,Alan Anderson,Giannis Antetokounmpo,12.0,0.429
591,2013-14,Jason Collins,Giannis Antetokounmpo,12.0,0.429
592,2013-14,Kevin Garnett,Giannis Antetokounmpo,12.0,0.429
593,2013-14,Marquis Teague,Giannis Antetokounmpo,12.0,0.429
594,2013-14,Khris Middleton,Giannis Antetokounmpo,12.0,0.429
595,2013-14,Ersan Ilyasova,Giannis Antetokounmpo,12.0,0.429
596,2013-14,Zaza Pachulia,Giannis Antetokounmpo,12.0,0.429
597,2013-14,Nate Wolters,Giannis Antetokounmpo,12.0,0.429
598,2013-14,Brandon Knight,Giannis Antetokounmpo,12.0,0.429
599,2013-14,John Henson,Giannis Antetokounmpo,12.0,0.429
600,2013-14,O.J. Mayo,Giannis Antetokounmpo,12.0,0.429
601,2013-14,Ramon Sessions,Giannis Antetokounmpo,12.0,0.429
602,2013-14,Jeff Adrien,Giannis Antetokounmpo,12.0,0.429
603,2013-14,Miroslav Raduljica,Giannis Antetokounmpo,12.0,0.429
604,2013-14,Ekpe Udoh,Giannis Antetokounmpo,12.0,0.429
605,2013-14,Khris Middleton,Giannis Antetokounmpo,5.0,0.5
606,2013-14,Ersan Ilyasova,Giannis Antetokounmpo,5.0,0.5
607,2013-14,Zaza Pachulia,Giannis Antetokounmpo,5.0,0.5
608,2013-14,Nate Wolters,Giannis Antetokounmpo,5.0,0.5
609,2013-14,Brandon Knight,Giannis Antetokounmpo,5.0,0.5
610,2013-14,O.J. Mayo,Giannis Antetokounmpo,5.0,0.5
611,2013-14,John Henson,Giannis Antetokounmpo,5.0,0.5
612,2013-14,Jeff Adrien,Giannis Antetokounmpo,5.0,0.5
613,2013-14,Ramon Sessions,Giannis Antetokounmpo,5.0,0.5
614,2013-14,Miroslav Raduljica,Giannis Antetokounmpo,5.0,0.5
615,2013-14,Ekpe Udoh,Giannis Antetokounmpo,5.0,0.5
616,2013-14,Paul George,Giannis Antetokounmpo,5.0,0.5
617,2013-14,David West,Giannis Antetokounmpo,5.0,0.5
618,2013-14,Roy Hibbert,Giannis Antetokounmpo,5.0,0.5
619,2013-14,Lance Stephenson,Giannis Antetokounmpo,5.0,0.5
620,2013-14,George Hill,Giannis Antetokounmpo,5.0,0.5
621,2013-14,Ian Mahinmi,Giannis Antetokounmpo,5.0,0.5
622,2013-14,Evan Turner,Giannis Antetokounmpo,5.0,0.5
623,2013-14,C.J. Watson,Giannis Antetokounmpo,5.0,0.5
624,2013-14,Luis Scola,Giannis Antetokounmpo,5.0,0.5
625,2013-14,Lavoy Allen,Giannis Antetokounmpo,5.0,0.5
626,2013-14,Rasual Butler,Giannis Antetokounmpo,5.0,0.5
627,2013-14,Chris Copeland,Giannis Antetokounmpo,5.0,0.5
628,2013-14,Donald Sloan,Giannis Antetokounmpo,5.0,0.5
629,2013-14,Khris Middleton,Giannis Antetokounmpo,13.0,0.625
630,2013-14,Ersan Ilyasova,Giannis Antetokounmpo,13.0,0.625
631,2013-14,Zaza Pachulia,Giannis Antetokounmpo,13.0,0.625
632,2013-14,Nate Wolters,Giannis Antetokounmpo,13.0,0.625
633,2013-14,Brandon Knight,Giannis Antetokounmpo,13.0,0.625
634,2013-14,O.J. Mayo,Giannis Antetokounmpo,13.0,0.625
635,2013-14,John Henson,Giannis Antetokounmpo,13.0,0.625
636,2013-14,Ramon Sessions,Giannis Antetokounmpo,13.0,0.625
637,2013-14,Jeff Adrien,Giannis Antetokounmpo,13.0,0.625
638,2013-14,Miroslav Raduljica,Giannis Antetokounmpo,13.0,0.625
639,2013-14,Caron Butler,Giannis Antetokounmpo,13.0,0.625
640,2013-14,Ekpe Udoh,Giannis Antetokounmpo,13.0,0.625
641,2013-14,James Anderson,Giannis Antetokounmpo,13.0,0.625
642,2013-14,Thaddeus Young,Giannis Antetokounmpo,13.0,0.625
643,2013-14,Arnett Moultrie,Giannis Antetokounmpo,13.0,0.625
644,2013-14,Tony Wroten,Giannis Antetokounmpo,13.0,0.625
645,2013-14,Michael Carter-Williams,Giannis Antetokounmpo,13.0,0.625
646,2013-14,Henry Sims,Giannis Antetokounmpo,13.0,0.625
647,2013-14,Elliot Williams,Giannis Antetokounmpo,13.0,0.625
648,2013-14,Hollis Thompson,Giannis Antetokounmpo,13.0,0.625
649,2013-14,Eric Maynor,Giannis Antetokounmpo,13.0,0.625
650,2013-14,Byron Mullens,Giannis Antetokounmpo,13.0,0.625
651,2013-14,Lorenzo Brown,Giannis Antetokounmpo,13.0,0.625
652,2013-14,Brandon Davies,Giannis Antetokounmpo,13.0,0.625
653,2013-14,Paul George,Giannis Antetokounmpo,8.0,0.333
654,2013-14,David West,Giannis Antetokounmpo,8.0,0.333
655,2013-14,Roy Hibbert,Giannis Antetokounmpo,8.0,0.333
656,2013-14,Lance Stephenson,Giannis Antetokounmpo,8.0,0.333
657,2013-14,George Hill,Giannis Antetokounmpo,8.0,0.333
658,2013-14,Ian Mahinmi,Giannis Antetokounmpo,8.0,0.333
659,2013-14,Rasual Butler,Giannis Antetokounmpo,8.0,0.333
660,2013-14,C.J. Watson,Giannis Antetokounmpo,8.0,0.333
661,2013-14,Luis Scola,Giannis Antetokounmpo,8.0,0.333
662,2013-14,Andrew Bynum,Giannis Antetokounmpo,8.0,0.333
663,2013-14,Chris Copeland,Giannis Antetokounmpo,8.0,0.333
664,2013-14,Solomon Hill,Giannis Antetokounmpo,8.0,0.333
665,2013-14,Donald Sloan,Giannis Antetokounmpo,8.0,0.333
666,2013-14,Khris Middleton,Giannis Antetokounmpo,8.0,0.333
667,2013-14,Ersan Ilyasova,Giannis Antetokounmpo,8.0,0.333
668,2013-14,Zaza Pachulia,Giannis Antetokounmpo,8.0,0.333
669,2013-14,Nate Wolters,Giannis Antetokounmpo,8.0,0.333
670,2013-14,Brandon Knight,Giannis Antetokounmpo,8.0,0.333
671,2013-14,O.J. Mayo,Giannis Antetokounmpo,8.0,0.333
672,2013-14,John Henson,Giannis Antetokounmpo,8.0,0.333
673,2013-14,Jeff Adrien,Giannis Antetokounmpo,8.0,0.333
674,2013-14,Ramon Sessions,Giannis Antetokounmpo,8.0,0.333
675,2013-14,Caron Butler,Giannis Antetokounmpo,8.0,0.333
676,2013-14,Miroslav Raduljica,Giannis Antetokounmpo,8.0,0.333
677,2013-14,Ekpe Udoh,Giannis Antetokounmpo,8.0,0.333
678,2013-14,Anthony Randolph,Giannis Antetokounmpo,11.0,0.429
679,2013-14,Kenneth Faried,Giannis Antetokounmpo,11.0,0.429
680,2013-14,JJ Hickson,Giannis Antetokounmpo,11.0,0.429
681,2013-14,Wilson Chandler,Giannis Antetokounmpo,11.0,0.429
682,2013-14,Randy Foye,Giannis Antetokounmpo,11.0,0.429
683,2013-14,Evan Fournier,Giannis Antetokounmpo,11.0,0.429
684,2013-14,Timofey Mozgov,Giannis Antetokounmpo,11.0,0.429
685,2013-14,Darrell Arthur,Giannis Antetokounmpo,11.0,0.429
686,2013-14,Aaron Brooks,Giannis Antetokounmpo,11.0,0.429
687,2013-14,Ty Lawson,Giannis Antetokounmpo,11.0,0.429
688,2013-14,Quincy Miller,Giannis Antetokounmpo,11.0,0.429
689,2013-14,Nate Robinson,Giannis Antetokounmpo,11.0,0.429
690,2013-14,Jan Vesely,Giannis Antetokounmpo,11.0,0.429
691,2013-14,Caron Butler,Giannis Antetokounmpo,11.0,0.429
692,2013-14,Ersan Ilyasova,Giannis Antetokounmpo,11.0,0.429
693,2013-14,Zaza Pachulia,Giannis Antetokounmpo,11.0,0.429
694,2013-14,Khris Middleton,Giannis Antetokounmpo,11.0,0.429
695,2013-14,Nate Wolters,Giannis Antetokounmpo,11.0,0.429
696,2013-14,John Henson,Giannis Antetokounmpo,11.0,0.429
697,2013-14,O.J. Mayo,Giannis Antetokounmpo,11.0,0.429
698,2013-14,Miroslav Raduljica,Giannis Antetokounmpo,11.0,0.429
699,2013-14,Jeff Adrien,Giannis Antetokounmpo,11.0,0.429
700,2013-14,Brandon Knight,Giannis Antetokounmpo,11.0,0.429
701,2013-14,Ramon Sessions,Giannis Antetokounmpo,11.0,0.429
702,2013-14,Ekpe Udoh,Giannis Antetokounmpo,11.0,0.429
703,2013-14,Tobias Harris,Giannis Antetokounmpo,8.0,0.667
704,2013-14,Glen Davis,Giannis Antetokounmpo,8.0,0.667
705,2013-14,Nikola Vucevic,Giannis Antetokounmpo,8.0,0.667
706,2013-14,Arron Afflalo,Giannis Antetokounmpo,8.0,0.667
707,2013-14,Jameer Nelson,Giannis Antetokounmpo,8.0,0.667
708,2013-14,Maurice Harkless,Giannis Antetokounmpo,8.0,0.667
709,2013-14,Victor Oladipo,Giannis Antetokounmpo,8.0,0.667
710,2013-14,E'Twaun Moore,Giannis Antetokounmpo,8.0,0.667
711,2013-14,Kyle O'Quinn,Giannis Antetokounmpo,8.0,0.667
712,2013-14,Doron Lamb,Giannis Antetokounmpo,8.0,0.667
713,2013-14,Jason Maxiell,Giannis Antetokounmpo,8.0,0.667
714,2013-14,Andrew Nicholson,Giannis Antetokounmpo,8.0,0.667
715,2013-14,Ronnie Price,Giannis Antetokounmpo,8.0,0.667
716,2013-14,Khris Middleton,Giannis Antetokounmpo,8.0,0.667
717,2013-14,Ersan Ilyasova,Giannis Antetokounmpo,8.0,0.667
718,2013-14,Zaza Pachulia,Giannis Antetokounmpo,8.0,0.667
719,2013-14,Nate Wolters,Giannis Antetokounmpo,8.0,0.667
720,2013-14,Brandon Knight,Giannis Antetokounmpo,8.0,0.667
721,2013-14,John Henson,Giannis Antetokounmpo,8.0,0.667
722,2013-14,Gary Neal,Giannis Antetokounmpo,8.0,0.667
723,2013-14,Caron Butler,Giannis Antetokounmpo,8.0,0.667
724,2013-14,O.J. Mayo,Giannis Antetokounmpo,8.0,0.667
725,2013-14,Miroslav Raduljica,Giannis Antetokounmpo,8.0,0.667
726,2013-14,Luke Ridnour,Giannis Antetokounmpo,8.0,0.667
727,2013-14,Ekpe Udoh,Giannis Antetokounmpo,8.0,0.667
728,2013-14,Harrison Barnes,Giannis Antetokounmpo,9.0,1.0
729,2013-14,Andre Drummond,Giannis Antetokounmpo,9.0,1.0
730,2013-14,Jonas Valanciunas,Giannis Antetokounmpo,9.0,1.0
731,2013-14,Bradley Beal,Giannis Antetokounmpo,9.0,1.0
732,2013-14,Damian Lillard,Giannis Antetokounmpo,9.0,1.0
733,2013-14,Dion Waiters,Giannis Antetokounmpo,9.0,1.0
734,2013-14,Terrence Jones,Giannis Antetokounmpo,9.0,1.0
735,2013-14,Miles Plumlee,Giannis Antetokounmpo,9.0,1.0
736,2013-14,Kelly Olynyk,Giannis Antetokounmpo,9.0,1.0
737,2013-14,Jared Sullinger,Giannis Antetokounmpo,9.0,1.0
738,2013-14,Anthony Davis,Giannis Antetokounmpo,9.0,1.0
739,2013-14,Victor Oladipo,Giannis Antetokounmpo,9.0,1.0
740,2013-14,Michael Carter-Williams,Giannis Antetokounmpo,9.0,1.0
741,2013-14,Trey Burke,Giannis Antetokounmpo,9.0,1.0
742,2013-14,Steven Adams,Giannis Antetokounmpo,9.0,1.0
743,2013-14,Tim Hardaway Jr.,Giannis Antetokounmpo,9.0,1.0
744,2013-14,Mason Plumlee,Giannis Antetokounmpo,9.0,1.0
745,2013-14,Al-Farouq Aminu,Giannis Antetokounmpo,3.0,0.333
746,2013-14,Anthony Davis,Giannis Antetokounmpo,3.0,0.333
747,2013-14,Alexis Ajinca,Giannis Antetokounmpo,3.0,0.333
748,2013-14,Eric Gordon,Giannis Antetokounmpo,3.0,0.333
749,2013-14,Brian Roberts,Giannis Antetokounmpo,3.0,0.333
750,2013-14,Luke Babbitt,Giannis Antetokounmpo,3.0,0.333
751,2013-14,Greg Stiemsma,Giannis Antetokounmpo,3.0,0.333
752,2013-14,Tyreke Evans,Giannis Antetokounmpo,3.0,0.333
753,2013-14,Anthony Morrow,Giannis Antetokounmpo,3.0,0.333
754,2013-14,Austin Rivers,Giannis Antetokounmpo,3.0,0.333
755,2013-14,Darius Miller,Giannis Antetokounmpo,3.0,0.333
756,2013-14,Jason Smith,Giannis Antetokounmpo,3.0,0.333
757,2013-14,Jeff Withey,Giannis Antetokounmpo,3.0,0.333
758,2013-14,Khris Middleton,Giannis Antetokounmpo,3.0,0.333
759,2013-14,Ersan Ilyasova,Giannis Antetokounmpo,3.0,0.333
