,Year,Defender,Opponent,Points_Against,Opponent_FG%
5382,2015-16,Jabari Parker,Giannis Antetokounmpo,14.0,0.4
5383,2015-16,Greg Monroe,Giannis Antetokounmpo,14.0,0.4
5384,2015-16,Khris Middleton,Giannis Antetokounmpo,14.0,0.4
5385,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,14.0,0.4
5386,2015-16,John Henson,Giannis Antetokounmpo,14.0,0.4
5387,2015-16,Jerryd Bayless,Giannis Antetokounmpo,14.0,0.4
5388,2015-16,Rashad Vaughn,Giannis Antetokounmpo,14.0,0.4
5389,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,14.0,0.4
5390,2015-16,Chris Copeland,Giannis Antetokounmpo,14.0,0.4
5391,2015-16,Miles Plumlee,Giannis Antetokounmpo,14.0,0.4
5392,2015-16,Tyler Ennis,Giannis Antetokounmpo,14.0,0.4
5393,2015-16,O.J. Mayo,Giannis Antetokounmpo,14.0,0.4
5394,2015-16,PJ Hairston,Giannis Antetokounmpo,14.0,0.4
5395,2015-16,Marvin Williams,Giannis Antetokounmpo,14.0,0.4
5396,2015-16,Cody Zeller,Giannis Antetokounmpo,14.0,0.4
5397,2015-16,Nicolas Batum,Giannis Antetokounmpo,14.0,0.4
5398,2015-16,Kemba Walker,Giannis Antetokounmpo,14.0,0.4
5399,2015-16,Frank Kaminsky,Giannis Antetokounmpo,14.0,0.4
5400,2015-16,Jeremy Lin,Giannis Antetokounmpo,14.0,0.4
5401,2015-16,Brian Roberts,Giannis Antetokounmpo,14.0,0.4
5402,2015-16,Spencer Hawes,Giannis Antetokounmpo,14.0,0.4
5403,2015-16,Aaron Harrison,Giannis Antetokounmpo,14.0,0.4
5404,2015-16,Troy Daniels,Giannis Antetokounmpo,14.0,0.4
5405,2015-16,Tyler Hansbrough,Giannis Antetokounmpo,14.0,0.4
5406,2015-16,Jeremy Lamb,Giannis Antetokounmpo,14.0,0.4
5407,2015-16,Kent Bazemore,Giannis Antetokounmpo,28.0,0.556
5408,2015-16,Paul Millsap,Giannis Antetokounmpo,28.0,0.556
5409,2015-16,Al Horford,Giannis Antetokounmpo,28.0,0.556
5410,2015-16,Kyle Korver,Giannis Antetokounmpo,28.0,0.556
5411,2015-16,Jeff Teague,Giannis Antetokounmpo,28.0,0.556
5412,2015-16,Thabo Sefolosha,Giannis Antetokounmpo,28.0,0.556
5413,2015-16,Tiago Splitter,Giannis Antetokounmpo,28.0,0.556
5414,2015-16,Dennis Schroder,Giannis Antetokounmpo,28.0,0.556
5415,2015-16,Mike Scott,Giannis Antetokounmpo,28.0,0.556
5416,2015-16,Tim Hardaway Jr.,Giannis Antetokounmpo,28.0,0.556
5417,2015-16,Justin Holiday,Giannis Antetokounmpo,28.0,0.556
5418,2015-16,Shelvin Mack,Giannis Antetokounmpo,28.0,0.556
5419,2015-16,Mike Muscala,Giannis Antetokounmpo,28.0,0.556
5420,2015-16,Jabari Parker,Giannis Antetokounmpo,28.0,0.556
5421,2015-16,Greg Monroe,Giannis Antetokounmpo,28.0,0.556
5422,2015-16,Khris Middleton,Giannis Antetokounmpo,28.0,0.556
5423,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,28.0,0.556
5424,2015-16,John Henson,Giannis Antetokounmpo,28.0,0.556
5425,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,28.0,0.556
5426,2015-16,Tyler Ennis,Giannis Antetokounmpo,28.0,0.556
5427,2015-16,Rashad Vaughn,Giannis Antetokounmpo,28.0,0.556
5428,2015-16,Jerryd Bayless,Giannis Antetokounmpo,28.0,0.556
5429,2015-16,Chris Copeland,Giannis Antetokounmpo,28.0,0.556
5430,2015-16,O.J. Mayo,Giannis Antetokounmpo,28.0,0.556
5431,2015-16,Miles Plumlee,Giannis Antetokounmpo,28.0,0.556
5432,2015-16,Jabari Parker,Giannis Antetokounmpo,19.0,0.545
5433,2015-16,Greg Monroe,Giannis Antetokounmpo,19.0,0.545
5434,2015-16,Khris Middleton,Giannis Antetokounmpo,19.0,0.545
5435,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,19.0,0.545
5436,2015-16,John Henson,Giannis Antetokounmpo,19.0,0.545
5437,2015-16,O.J. Mayo,Giannis Antetokounmpo,19.0,0.545
5438,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,19.0,0.545
5439,2015-16,Rashad Vaughn,Giannis Antetokounmpo,19.0,0.545
5440,2015-16,Chris Copeland,Giannis Antetokounmpo,19.0,0.545
5441,2015-16,Tyler Ennis,Giannis Antetokounmpo,19.0,0.545
5442,2015-16,Damien Inglis,Giannis Antetokounmpo,19.0,0.545
5443,2015-16,Miles Plumlee,Giannis Antetokounmpo,19.0,0.545
5444,2015-16,Otto Porter Jr.,Giannis Antetokounmpo,19.0,0.545
5445,2015-16,Jared Dudley,Giannis Antetokounmpo,19.0,0.545
5446,2015-16,Nene,Giannis Antetokounmpo,19.0,0.545
5447,2015-16,Garrett Temple,Giannis Antetokounmpo,19.0,0.545
5448,2015-16,John Wall,Giannis Antetokounmpo,19.0,0.545
5449,2015-16,Drew Gooden,Giannis Antetokounmpo,19.0,0.545
5450,2015-16,Bradley Beal,Giannis Antetokounmpo,19.0,0.545
5451,2015-16,Ramon Sessions,Giannis Antetokounmpo,19.0,0.545
5452,2015-16,Gary Neal,Giannis Antetokounmpo,19.0,0.545
5453,2015-16,DeJuan Blair,Giannis Antetokounmpo,19.0,0.545
5454,2015-16,Kelly Oubre Jr.,Giannis Antetokounmpo,19.0,0.545
5455,2015-16,Jarell Eddie,Giannis Antetokounmpo,19.0,0.545
5456,2015-16,Taj Gibson,Giannis Antetokounmpo,29.0,0.714
5457,2015-16,Nikola Mirotic,Giannis Antetokounmpo,29.0,0.714
5458,2015-16,Pau Gasol,Giannis Antetokounmpo,29.0,0.714
5459,2015-16,Jimmy Butler,Giannis Antetokounmpo,29.0,0.714
5460,2015-16,Derrick Rose,Giannis Antetokounmpo,29.0,0.714
5461,2015-16,Tony Snell,Giannis Antetokounmpo,29.0,0.714
5462,2015-16,Kirk Hinrich,Giannis Antetokounmpo,29.0,0.714
5463,2015-16,Joakim Noah,Giannis Antetokounmpo,29.0,0.714
5464,2015-16,Bobby Portis,Giannis Antetokounmpo,29.0,0.714
5465,2015-16,Doug McDermott,Giannis Antetokounmpo,29.0,0.714
5466,2015-16,Aaron Brooks,Giannis Antetokounmpo,29.0,0.714
5467,2015-16,Cameron Bairstow,Giannis Antetokounmpo,29.0,0.714
5468,2015-16,E'Twaun Moore,Giannis Antetokounmpo,29.0,0.714
5469,2015-16,Jabari Parker,Giannis Antetokounmpo,29.0,0.714
5470,2015-16,Greg Monroe,Giannis Antetokounmpo,29.0,0.714
5471,2015-16,Khris Middleton,Giannis Antetokounmpo,29.0,0.714
5472,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,29.0,0.714
5473,2015-16,O.J. Mayo,Giannis Antetokounmpo,29.0,0.714
5474,2015-16,John Henson,Giannis Antetokounmpo,29.0,0.714
5475,2015-16,Rashad Vaughn,Giannis Antetokounmpo,29.0,0.714
5476,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,29.0,0.714
5477,2015-16,Chris Copeland,Giannis Antetokounmpo,29.0,0.714
5478,2015-16,Tyler Ennis,Giannis Antetokounmpo,29.0,0.714
5479,2015-16,Damien Inglis,Giannis Antetokounmpo,29.0,0.714
5480,2015-16,Miles Plumlee,Giannis Antetokounmpo,29.0,0.714
5481,2015-16,Jabari Parker,Giannis Antetokounmpo,8.0,0.333
5482,2015-16,Greg Monroe,Giannis Antetokounmpo,8.0,0.333
5483,2015-16,Khris Middleton,Giannis Antetokounmpo,8.0,0.333
5484,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,8.0,0.333
5485,2015-16,John Henson,Giannis Antetokounmpo,8.0,0.333
5486,2015-16,Rashad Vaughn,Giannis Antetokounmpo,8.0,0.333
5487,2015-16,Tyler Ennis,Giannis Antetokounmpo,8.0,0.333
5488,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,8.0,0.333
5489,2015-16,Miles Plumlee,Giannis Antetokounmpo,8.0,0.333
5490,2015-16,Damien Inglis,Giannis Antetokounmpo,8.0,0.333
5491,2015-16,Chris Copeland,Giannis Antetokounmpo,8.0,0.333
5492,2015-16,O.J. Mayo,Giannis Antetokounmpo,8.0,0.333
5493,2015-16,Carmelo Anthony,Giannis Antetokounmpo,8.0,0.333
5494,2015-16,Kristaps Porzingis,Giannis Antetokounmpo,8.0,0.333
5495,2015-16,Robin Lopez,Giannis Antetokounmpo,8.0,0.333
5496,2015-16,Arron Afflalo,Giannis Antetokounmpo,8.0,0.333
5497,2015-16,Jose Calderon,Giannis Antetokounmpo,8.0,0.333
5498,2015-16,Lance Thomas,Giannis Antetokounmpo,8.0,0.333
5499,2015-16,Langston Galloway,Giannis Antetokounmpo,8.0,0.333
5500,2015-16,Jerian Grant,Giannis Antetokounmpo,8.0,0.333
5501,2015-16,Derrick Williams,Giannis Antetokounmpo,8.0,0.333
5502,2015-16,Kyle O'Quinn,Giannis Antetokounmpo,8.0,0.333
5503,2015-16,Lou Amundson,Giannis Antetokounmpo,8.0,0.333
5504,2015-16,Kevin Seraphin,Giannis Antetokounmpo,8.0,0.333
5505,2015-16,Sasha Vujacic,Giannis Antetokounmpo,8.0,0.333
5506,2015-16,Chandler Parsons,Giannis Antetokounmpo,5.0,0.25
5507,2015-16,Dirk Nowitzki,Giannis Antetokounmpo,5.0,0.25
5508,2015-16,Zaza Pachulia,Giannis Antetokounmpo,5.0,0.25
5509,2015-16,Wesley Matthews,Giannis Antetokounmpo,5.0,0.25
5510,2015-16,Deron Williams,Giannis Antetokounmpo,5.0,0.25
5511,2015-16,Dwight Powell,Giannis Antetokounmpo,5.0,0.25
5512,2015-16,Raymond Felton,Giannis Antetokounmpo,5.0,0.25
5513,2015-16,Devin Harris,Giannis Antetokounmpo,5.0,0.25
5514,2015-16,J.J. Barea,Giannis Antetokounmpo,5.0,0.25
5515,2015-16,JaVale McGee,Giannis Antetokounmpo,5.0,0.25
5516,2015-16,Justin Anderson,Giannis Antetokounmpo,5.0,0.25
5517,2015-16,Charlie Villanueva,Giannis Antetokounmpo,5.0,0.25
5518,2015-16,Jeremy Evans,Giannis Antetokounmpo,5.0,0.25
5519,2015-16,Jabari Parker,Giannis Antetokounmpo,5.0,0.25
5520,2015-16,Greg Monroe,Giannis Antetokounmpo,5.0,0.25
5521,2015-16,Khris Middleton,Giannis Antetokounmpo,5.0,0.25
5522,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,5.0,0.25
5523,2015-16,John Henson,Giannis Antetokounmpo,5.0,0.25
5524,2015-16,O.J. Mayo,Giannis Antetokounmpo,5.0,0.25
5525,2015-16,Rashad Vaughn,Giannis Antetokounmpo,5.0,0.25
5526,2015-16,Chris Copeland,Giannis Antetokounmpo,5.0,0.25
5527,2015-16,Tyler Ennis,Giannis Antetokounmpo,5.0,0.25
5528,2015-16,Damien Inglis,Giannis Antetokounmpo,5.0,0.25
5529,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,5.0,0.25
5530,2015-16,Miles Plumlee,Giannis Antetokounmpo,5.0,0.25
5531,2015-16,Jabari Parker,Giannis Antetokounmpo,18.0,0.471
5532,2015-16,Greg Monroe,Giannis Antetokounmpo,18.0,0.471
5533,2015-16,Khris Middleton,Giannis Antetokounmpo,18.0,0.471
5534,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,18.0,0.471
5535,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,18.0,0.471
5536,2015-16,John Henson,Giannis Antetokounmpo,18.0,0.471
5537,2015-16,O.J. Mayo,Giannis Antetokounmpo,18.0,0.471
5538,2015-16,Rashad Vaughn,Giannis Antetokounmpo,18.0,0.471
5539,2015-16,Chris Copeland,Giannis Antetokounmpo,18.0,0.471
5540,2015-16,Tyler Ennis,Giannis Antetokounmpo,18.0,0.471
5541,2015-16,Damien Inglis,Giannis Antetokounmpo,18.0,0.471
5542,2015-16,Miles Plumlee,Giannis Antetokounmpo,18.0,0.471
5543,2015-16,Taj Gibson,Giannis Antetokounmpo,18.0,0.471
5544,2015-16,Nikola Mirotic,Giannis Antetokounmpo,18.0,0.471
5545,2015-16,Pau Gasol,Giannis Antetokounmpo,18.0,0.471
5546,2015-16,Jimmy Butler,Giannis Antetokounmpo,18.0,0.471
5547,2015-16,Derrick Rose,Giannis Antetokounmpo,18.0,0.471
5548,2015-16,Bobby Portis,Giannis Antetokounmpo,18.0,0.471
5549,2015-16,Kirk Hinrich,Giannis Antetokounmpo,18.0,0.471
5550,2015-16,Tony Snell,Giannis Antetokounmpo,18.0,0.471
5551,2015-16,Doug McDermott,Giannis Antetokounmpo,18.0,0.471
5552,2015-16,Cameron Bairstow,Giannis Antetokounmpo,18.0,0.471
5553,2015-16,Aaron Brooks,Giannis Antetokounmpo,18.0,0.471
5554,2015-16,E'Twaun Moore,Giannis Antetokounmpo,18.0,0.471
5555,2015-16,Joakim Noah,Giannis Antetokounmpo,18.0,0.471
5556,2015-16,Kawhi Leonard,Giannis Antetokounmpo,11.0,0.556
5557,2015-16,LaMarcus Aldridge,Giannis Antetokounmpo,11.0,0.556
5558,2015-16,Tim Duncan,Giannis Antetokounmpo,11.0,0.556
5559,2015-16,Danny Green,Giannis Antetokounmpo,11.0,0.556
5560,2015-16,Patty Mills,Giannis Antetokounmpo,11.0,0.556
5561,2015-16,Ray McCallum,Giannis Antetokounmpo,11.0,0.556
5562,2015-16,Manu Ginobili,Giannis Antetokounmpo,11.0,0.556
5563,2015-16,Boris Diaw,Giannis Antetokounmpo,11.0,0.556
5564,2015-16,David West,Giannis Antetokounmpo,11.0,0.556
5565,2015-16,Kyle Anderson,Giannis Antetokounmpo,11.0,0.556
5566,2015-16,Jonathon Simmons,Giannis Antetokounmpo,11.0,0.556
5567,2015-16,Boban Marjanovic,Giannis Antetokounmpo,11.0,0.556
5568,2015-16,Matt Bonner,Giannis Antetokounmpo,11.0,0.556
5569,2015-16,Jabari Parker,Giannis Antetokounmpo,11.0,0.556
5570,2015-16,Greg Monroe,Giannis Antetokounmpo,11.0,0.556
5571,2015-16,Khris Middleton,Giannis Antetokounmpo,11.0,0.556
5572,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,11.0,0.556
5573,2015-16,O.J. Mayo,Giannis Antetokounmpo,11.0,0.556
5574,2015-16,John Henson,Giannis Antetokounmpo,11.0,0.556
5575,2015-16,Jerryd Bayless,Giannis Antetokounmpo,11.0,0.556
5576,2015-16,Rashad Vaughn,Giannis Antetokounmpo,11.0,0.556
5577,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,11.0,0.556
5578,2015-16,Miles Plumlee,Giannis Antetokounmpo,11.0,0.556
5579,2015-16,Tyler Ennis,Giannis Antetokounmpo,11.0,0.556
5580,2015-16,Chris Copeland,Giannis Antetokounmpo,11.0,0.556
5581,2015-16,Jabari Parker,Giannis Antetokounmpo,11.0,0.333
5582,2015-16,Greg Monroe,Giannis Antetokounmpo,11.0,0.333
5583,2015-16,Khris Middleton,Giannis Antetokounmpo,11.0,0.333
5584,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,11.0,0.333
5585,2015-16,O.J. Mayo,Giannis Antetokounmpo,11.0,0.333
5586,2015-16,John Henson,Giannis Antetokounmpo,11.0,0.333
5587,2015-16,Jerryd Bayless,Giannis Antetokounmpo,11.0,0.333
5588,2015-16,Rashad Vaughn,Giannis Antetokounmpo,11.0,0.333
5589,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,11.0,0.333
5590,2015-16,Chris Copeland,Giannis Antetokounmpo,11.0,0.333
5591,2015-16,Tyler Ennis,Giannis Antetokounmpo,11.0,0.333
5592,2015-16,Miles Plumlee,Giannis Antetokounmpo,11.0,0.333
5593,2015-16,Tayshaun Prince,Giannis Antetokounmpo,11.0,0.333
5594,2015-16,Kevin Garnett,Giannis Antetokounmpo,11.0,0.333
5595,2015-16,Karl-Anthony Towns,Giannis Antetokounmpo,11.0,0.333
5596,2015-16,Andrew Wiggins,Giannis Antetokounmpo,11.0,0.333
5597,2015-16,Ricky Rubio,Giannis Antetokounmpo,11.0,0.333
5598,2015-16,Shabazz Muhammad,Giannis Antetokounmpo,11.0,0.333
5599,2015-16,Gorgui Dieng,Giannis Antetokounmpo,11.0,0.333
5600,2015-16,Zach LaVine,Giannis Antetokounmpo,11.0,0.333
5601,2015-16,Tyus Jones,Giannis Antetokounmpo,11.0,0.333
5602,2015-16,Adreian Payne,Giannis Antetokounmpo,11.0,0.333
5603,2015-16,Nemanja Bjelica,Giannis Antetokounmpo,11.0,0.333
5604,2015-16,Kevin Martin,Giannis Antetokounmpo,11.0,0.333
5605,2015-16,Andre Miller,Giannis Antetokounmpo,11.0,0.333
5606,2015-16,Jabari Parker,Giannis Antetokounmpo,14.0,0.364
5607,2015-16,Greg Monroe,Giannis Antetokounmpo,14.0,0.364
5608,2015-16,Khris Middleton,Giannis Antetokounmpo,14.0,0.364
5609,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,14.0,0.364
5610,2015-16,John Henson,Giannis Antetokounmpo,14.0,0.364
5611,2015-16,O.J. Mayo,Giannis Antetokounmpo,14.0,0.364
5612,2015-16,Jerryd Bayless,Giannis Antetokounmpo,14.0,0.364
5613,2015-16,Rashad Vaughn,Giannis Antetokounmpo,14.0,0.364
5614,2015-16,Chris Copeland,Giannis Antetokounmpo,14.0,0.364
5615,2015-16,Tyler Ennis,Giannis Antetokounmpo,14.0,0.364
5616,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,14.0,0.364
5617,2015-16,Miles Plumlee,Giannis Antetokounmpo,14.0,0.364
5618,2015-16,CJ Miles,Giannis Antetokounmpo,14.0,0.364
5619,2015-16,Paul George,Giannis Antetokounmpo,14.0,0.364
5620,2015-16,Lavoy Allen,Giannis Antetokounmpo,14.0,0.364
5621,2015-16,Monta Ellis,Giannis Antetokounmpo,14.0,0.364
5622,2015-16,George Hill,Giannis Antetokounmpo,14.0,0.364
5623,2015-16,Rodney Stuckey,Giannis Antetokounmpo,14.0,0.364
5624,2015-16,Myles Turner,Giannis Antetokounmpo,14.0,0.364
5625,2015-16,Solomon Hill,Giannis Antetokounmpo,14.0,0.364
5626,2015-16,Chase Budinger,Giannis Antetokounmpo,14.0,0.364
5627,2015-16,Shayne Whittington,Giannis Antetokounmpo,14.0,0.364
5628,2015-16,Rakeem Christmas,Giannis Antetokounmpo,14.0,0.364
5629,2015-16,Glenn Robinson III,Giannis Antetokounmpo,14.0,0.364
5630,2015-16,Joe Young,Giannis Antetokounmpo,14.0,0.364
5631,2015-16,Jabari Parker,Giannis Antetokounmpo,27.0,0.579
5632,2015-16,Greg Monroe,Giannis Antetokounmpo,27.0,0.579
5633,2015-16,Khris Middleton,Giannis Antetokounmpo,27.0,0.579
5634,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,27.0,0.579
5635,2015-16,O.J. Mayo,Giannis Antetokounmpo,27.0,0.579
5636,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,27.0,0.579
5637,2015-16,John Henson,Giannis Antetokounmpo,27.0,0.579
5638,2015-16,Jerryd Bayless,Giannis Antetokounmpo,27.0,0.579
5639,2015-16,Rashad Vaughn,Giannis Antetokounmpo,27.0,0.579
5640,2015-16,Miles Plumlee,Giannis Antetokounmpo,27.0,0.579
5641,2015-16,Chris Copeland,Giannis Antetokounmpo,27.0,0.579
5642,2015-16,Tyler Ennis,Giannis Antetokounmpo,27.0,0.579
5643,2015-16,Kevin Durant,Giannis Antetokounmpo,27.0,0.579
5644,2015-16,Serge Ibaka,Giannis Antetokounmpo,27.0,0.579
5645,2015-16,Steven Adams,Giannis Antetokounmpo,27.0,0.579
5646,2015-16,Andre Roberson,Giannis Antetokounmpo,27.0,0.579
5647,2015-16,Russell Westbrook,Giannis Antetokounmpo,27.0,0.579
5648,2015-16,Dion Waiters,Giannis Antetokounmpo,27.0,0.579
5649,2015-16,Cameron Payne,Giannis Antetokounmpo,27.0,0.579
5650,2015-16,Nick Collison,Giannis Antetokounmpo,27.0,0.579
5651,2015-16,Enes Freedom,Giannis Antetokounmpo,27.0,0.579
5652,2015-16,Anthony Morrow,Giannis Antetokounmpo,27.0,0.579
5653,2015-16,D.J. Augustin,Giannis Antetokounmpo,27.0,0.579
5654,2015-16,Steve Novak,Giannis Antetokounmpo,27.0,0.579
5655,2015-16,Kyle Singler,Giannis Antetokounmpo,27.0,0.579
5656,2015-16,Jabari Parker,Giannis Antetokounmpo,11.0,0.4
5657,2015-16,Greg Monroe,Giannis Antetokounmpo,11.0,0.4
5658,2015-16,Khris Middleton,Giannis Antetokounmpo,11.0,0.4
5659,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,11.0,0.4
5660,2015-16,O.J. Mayo,Giannis Antetokounmpo,11.0,0.4
5661,2015-16,Jerryd Bayless,Giannis Antetokounmpo,11.0,0.4
5662,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,11.0,0.4
5663,2015-16,Miles Plumlee,Giannis Antetokounmpo,11.0,0.4
5664,2015-16,Rashad Vaughn,Giannis Antetokounmpo,11.0,0.4
5665,2015-16,Chris Copeland,Giannis Antetokounmpo,11.0,0.4
5666,2015-16,Tyler Ennis,Giannis Antetokounmpo,11.0,0.4
5667,2015-16,John Henson,Giannis Antetokounmpo,11.0,0.4
5668,2015-16,Chandler Parsons,Giannis Antetokounmpo,11.0,0.4
5669,2015-16,Dirk Nowitzki,Giannis Antetokounmpo,11.0,0.4
5670,2015-16,Zaza Pachulia,Giannis Antetokounmpo,11.0,0.4
5671,2015-16,Wesley Matthews,Giannis Antetokounmpo,11.0,0.4
5672,2015-16,J.J. Barea,Giannis Antetokounmpo,11.0,0.4
5673,2015-16,Devin Harris,Giannis Antetokounmpo,11.0,0.4
5674,2015-16,Dwight Powell,Giannis Antetokounmpo,11.0,0.4
5675,2015-16,Raymond Felton,Giannis Antetokounmpo,11.0,0.4
5676,2015-16,JaVale McGee,Giannis Antetokounmpo,11.0,0.4
5677,2015-16,Charlie Villanueva,Giannis Antetokounmpo,11.0,0.4
5678,2015-16,Justin Anderson,Giannis Antetokounmpo,11.0,0.4
5679,2015-16,Jeremy Evans,Giannis Antetokounmpo,11.0,0.4
5680,2015-16,John Jenkins,Giannis Antetokounmpo,11.0,0.4
5681,2015-16,James Johnson,Giannis Antetokounmpo,4.0,0.4
5682,2015-16,Luis Scola,Giannis Antetokounmpo,4.0,0.4
5683,2015-16,Bismack Biyombo,Giannis Antetokounmpo,4.0,0.4
5684,2015-16,DeMar DeRozan,Giannis Antetokounmpo,4.0,0.4
5685,2015-16,Kyle Lowry,Giannis Antetokounmpo,4.0,0.4
5686,2015-16,Cory Joseph,Giannis Antetokounmpo,4.0,0.4
5687,2015-16,Patrick Patterson,Giannis Antetokounmpo,4.0,0.4
5688,2015-16,Terrence Ross,Giannis Antetokounmpo,4.0,0.4
5689,2015-16,Lucas Nogueira,Giannis Antetokounmpo,4.0,0.4
5690,2015-16,DeMarre Carroll,Giannis Antetokounmpo,4.0,0.4
5691,2015-16,Anthony Bennett,Giannis Antetokounmpo,4.0,0.4
5692,2015-16,Bruno Caboclo,Giannis Antetokounmpo,4.0,0.4
5693,2015-16,Delon Wright,Giannis Antetokounmpo,4.0,0.4
5694,2015-16,Jabari Parker,Giannis Antetokounmpo,4.0,0.4
5695,2015-16,Greg Monroe,Giannis Antetokounmpo,4.0,0.4
5696,2015-16,Khris Middleton,Giannis Antetokounmpo,4.0,0.4
5697,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,4.0,0.4
5698,2015-16,O.J. Mayo,Giannis Antetokounmpo,4.0,0.4
5699,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,4.0,0.4
5700,2015-16,John Henson,Giannis Antetokounmpo,4.0,0.4
5701,2015-16,Tyler Ennis,Giannis Antetokounmpo,4.0,0.4
5702,2015-16,Rashad Vaughn,Giannis Antetokounmpo,4.0,0.4
5703,2015-16,Chris Copeland,Giannis Antetokounmpo,4.0,0.4
5704,2015-16,Damien Inglis,Giannis Antetokounmpo,4.0,0.4
5705,2015-16,Miles Plumlee,Giannis Antetokounmpo,4.0,0.4
5706,2015-16,Robert Covington,Giannis Antetokounmpo,22.0,0.846
5707,2015-16,Nerlens Noel,Giannis Antetokounmpo,22.0,0.846
5708,2015-16,Jahlil Okafor,Giannis Antetokounmpo,22.0,0.846
5709,2015-16,JaKarr Sampson,Giannis Antetokounmpo,22.0,0.846
5710,2015-16,Kendall Marshall,Giannis Antetokounmpo,22.0,0.846
5711,2015-16,Hollis Thompson,Giannis Antetokounmpo,22.0,0.846
5712,2015-16,Richaun Holmes,Giannis Antetokounmpo,22.0,0.846
5713,2015-16,Isaiah Canaan,Giannis Antetokounmpo,22.0,0.846
5714,2015-16,T.J. McConnell,Giannis Antetokounmpo,22.0,0.846
5715,2015-16,Jerami Grant,Giannis Antetokounmpo,22.0,0.846
5716,2015-16,Carl Landry,Giannis Antetokounmpo,22.0,0.846
5717,2015-16,Nik Stauskas,Giannis Antetokounmpo,22.0,0.846
5718,2015-16,Tony Wroten,Giannis Antetokounmpo,22.0,0.846
5719,2015-16,Jabari Parker,Giannis Antetokounmpo,22.0,0.846
5720,2015-16,Greg Monroe,Giannis Antetokounmpo,22.0,0.846
5721,2015-16,Khris Middleton,Giannis Antetokounmpo,22.0,0.846
5722,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,22.0,0.846
5723,2015-16,O.J. Mayo,Giannis Antetokounmpo,22.0,0.846
5724,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,22.0,0.846
5725,2015-16,John Henson,Giannis Antetokounmpo,22.0,0.846
5726,2015-16,Rashad Vaughn,Giannis Antetokounmpo,22.0,0.846
5727,2015-16,Tyler Ennis,Giannis Antetokounmpo,22.0,0.846
5728,2015-16,Damien Inglis,Giannis Antetokounmpo,22.0,0.846
5729,2015-16,Miles Plumlee,Giannis Antetokounmpo,22.0,0.846
5730,2015-16,Chris Copeland,Giannis Antetokounmpo,22.0,0.846
5731,2015-16,Jabari Parker,Giannis Antetokounmpo,20.0,0.529
5732,2015-16,Greg Monroe,Giannis Antetokounmpo,20.0,0.529
5733,2015-16,Khris Middleton,Giannis Antetokounmpo,20.0,0.529
5734,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,20.0,0.529
5735,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,20.0,0.529
5736,2015-16,John Henson,Giannis Antetokounmpo,20.0,0.529
5737,2015-16,Miles Plumlee,Giannis Antetokounmpo,20.0,0.529
5738,2015-16,O.J. Mayo,Giannis Antetokounmpo,20.0,0.529
5739,2015-16,Rashad Vaughn,Giannis Antetokounmpo,20.0,0.529
5740,2015-16,Chris Copeland,Giannis Antetokounmpo,20.0,0.529
5741,2015-16,Tyler Ennis,Giannis Antetokounmpo,20.0,0.529
5742,2015-16,Damien Inglis,Giannis Antetokounmpo,20.0,0.529
5743,2015-16,Brandon Rush,Giannis Antetokounmpo,20.0,0.529
5744,2015-16,Draymond Green,Giannis Antetokounmpo,20.0,0.529
5745,2015-16,Andrew Bogut,Giannis Antetokounmpo,20.0,0.529
5746,2015-16,Klay Thompson,Giannis Antetokounmpo,20.0,0.529
5747,2015-16,Stephen Curry,Giannis Antetokounmpo,20.0,0.529
5748,2015-16,Festus Ezeli,Giannis Antetokounmpo,20.0,0.529
5749,2015-16,Andre Iguodala,Giannis Antetokounmpo,20.0,0.529
5750,2015-16,Shaun Livingston,Giannis Antetokounmpo,20.0,0.529
5751,2015-16,Leandro Barbosa,Giannis Antetokounmpo,20.0,0.529
